Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Male,0-18 yrs,,,2013/14,232.46419940241,228.687754852045,236.287372600578,226.531713395181,238.504755017191,14439,6211279,,,Not compared,Not compared,20130000,,,1y
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Least deprived decile (IMD2019),2015/16,138.2,131.2,146,127.1,150.4,1360,984053,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Most deprived decile (IMD2019),2015/16,313.54,305.8,321.6,301.3,326.3,6055,1931190,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Second most deprived decile (IMD2019),2015/16,207.79,201.1,214.6,197.3,218.6,3665,1763788,,,Similar,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Third more deprived decile (IMD2019),2015/16,223.55,216.2,231.1,212.1,235.4,3520,1574590,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fourth more deprived decile (IMD2019),2015/16,183.38,175.5,191.3,171.2,196,2110,1150641,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth more deprived decile (IMD2019),2015/16,182.61,174.1,191,169.4,196.1,1805,988468,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth less deprived decile (IMD2019),2015/16,188.34,180.8,196.5,176.4,201.1,2240,1189340,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fourth less deprived decile (IMD2019),2015/16,180.04,171.8,188.4,167.2,193.3,1835,1019243,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Third less deprived decile (IMD2019),2015/16,144.75,137,152.4,132.8,157,1370,946445,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Second least deprived decile (IMD2019),2015/16,142.11,133.9,150.4,129.4,155.4,1160,816285,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Least deprived decile (IMD2019),2015/16,126.71,119.5,133.8,115.6,138.1,1215,958897,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Most deprived decile (IMD2019),2015/16,339.751824600381,329.795279883456,350.092674870088,324.11382621906,356.072692350427,4340,1277403,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Second most deprived decile (IMD2019),2015/16,234.232563888631,223.5623584612,244.768869443558,217.717449712403,251.085722220538,1895,809025,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Third more deprived decile (IMD2019),2015/16,192.004840849321,183.450131982498,200.4544544305,178.758771966604,205.516041763011,1980,1031224,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fourth more deprived decile (IMD2019),2015/16,217.164523441732,207.91585683117,226.304384925083,202.832692238449,231.770454835174,2165,996940,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fifth more deprived decile (IMD2019),2015/16,261.976488556295,252.691266178759,271.170191699408,247.546774954113,276.635562092575,3115,1189038,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fifth less deprived decile (IMD2019),2015/16,179.023906577063,171.204790021739,186.924408939346,166.866130158326,191.602260273212,2015,1125548,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Fourth less deprived decile (IMD2019),2015/16,170.889861484273,164.566212206419,177.524472274056,160.968059224504,181.364155863582,2700,1579965,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Third less deprived decile (IMD2019),2015/16,179.453270167568,172.78848229747,186.447043601709,168.996412751659,190.494642440759,2680,1493425,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Second least deprived decile (IMD2019),2015/16,153.342989721237,147.528591920264,159.09621955892,144.316084079471,162.52346702888,2725,1777062,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/21 geography)"",Least deprived decile (IMD2019),2015/16,139.416398853915,132.303937296991,147.238315821613,128.221334042057,151.712553985237,1360,975495,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Most deprived decile (IMD2019),2015/16,339.751824600381,329.795279883456,350.092674870088,324.11382621906,356.072692350427,4340,1277403,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second most deprived decile (IMD2019),2015/16,234.232563888631,223.5623584612,244.768869443558,217.717449712403,251.085722220538,1895,809025,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third more deprived decile (IMD2019),2015/16,192.004840849321,183.450131982498,200.4544544305,178.758771966604,205.516041763011,1980,1031224,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth more deprived decile (IMD2019),2015/16,220.200339872388,211.266106866349,229.220813978392,206.294954828557,234.551915529616,2335,1060398,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth more deprived decile (IMD2019),2015/16,259.555934939108,250.281105016964,268.738624043564,245.144053221598,274.19878320263,3065,1180863,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fifth less deprived decile (IMD2019),2015/16,174.210602126343,166.232717489962,182.472415878888,161.762554554501,187.314211913101,1790,1027492,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Fourth less deprived decile (IMD2019),2015/16,172.856000167618,166.457214624056,179.311032401161,162.885541498284,183.11785768273,2805,1622738,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Third less deprived decile (IMD2019),2015/16,179.453270167568,172.78848229747,186.447043601709,168.996412751659,190.494642440759,2680,1493425,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Second least deprived decile (IMD2019),2015/16,153.342989721237,147.528591920264,159.09621955892,144.316084079471,162.52346702888,2725,1777062,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),,,E92000001,England,England,Persons,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/23 geography)"",Least deprived decile (IMD2019),2015/16,139.416398853915,132.303937296991,147.238315821613,128.221334042057,151.712553985237,1360,975495,,,Better,Not compared,20150000,,,1y"
90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,,,2015/16,237.030152184729,233.237173757667,240.86935371407,231.071364464442,243.095841776279,14883,6278948,,,Similar,Not compared,20150000,,,1y
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Most deprived decile (IMD2019),2015/16,410.28,395,426.3,386.3,435.6,2670,650774,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Second most deprived decile (IMD2019),2015/16,258.43,242.9,274.1,234.5,283.5,1070,414037,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Third more deprived decile (IMD2019),2015/16,218,205.8,231.1,199,238.7,1165,534393,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fourth more deprived decile (IMD2019),2015/16,259.46,245.3,273.4,237.7,281.8,1335,514538,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fifth more deprived decile (IMD2019),2015/16,304.29,290.5,318.3,282.8,326.5,1865,612904,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fifth less deprived decile (IMD2019),2015/16,204.48,192.7,216.8,186.1,224.1,1120,547724,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Fourth less deprived decile (IMD2019),2015/16,188.72,179.6,198,174.5,203.5,1635,866378,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Third less deprived decile (IMD2019),2015/16,220.72,210.5,231.8,204.7,238.2,1675,758886,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Second least deprived decile (IMD2019),2015/16,171.59,163.1,180.2,158.4,185.3,1575,917868,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""County & UA deprivation deciles in England (IMD2019, 4/19 and 4/20 geog.)"",Least deprived decile (IMD2019),2015/16,153.86,142.8,164.7,137,171.3,775,503707,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Most deprived decile (IMD2019),2015/16,369.47,357.6,381.7,350.9,388.8,3650,987903,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Second most deprived decile (IMD2019),2015/16,239.2,229.3,249.6,223.7,255.6,2160,903026,,,Similar,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Third more deprived decile (IMD2019),2015/16,266.9,255.9,278.6,249.6,285.3,2150,805536,,,Worse,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fourth more deprived decile (IMD2019),2015/16,216.51,205,228.9,198.4,236.1,1275,588874,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth more deprived decile (IMD2019),2015/16,209.03,196.6,222,189.8,229.6,1060,507093,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fifth less deprived decile (IMD2019),2015/16,223.15,211.4,235.3,204.9,242.5,1360,609460,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Fourth less deprived decile (IMD2019),2015/16,206.34,194.2,219,187.5,226.5,1080,523417,,,Better,Not compared,20150000,,,1y"
"90810,Hospital admissions for asthma (under 19 years),E92000001,England,E92000001,England,England,Male,0-18 yrs,""District & UA deprivation deciles in England (IMD2019, 4/19 geog.)"",Third less deprived decile (IMD2019),2015/16,156.54,145.4,167.9,139.4,174.7,760,485492,,,Better,Not compared,20150000,,,1y"
